disease,symptom_list,precaution,doctor_type
Allergy,"continuous_sneezing, shivering, watering_from_eyes","apply calamine, cover area with bandage, use ice to compress itching",Allergist/Immunologist
Allergy,"chills, continuous_sneezing, shivering","apply calamine, cover area with bandage, use ice to compress itching",Allergist/Immunologist
Allergy,"chills, continuous_sneezing, shivering, watering_from_eyes","apply calamine, cover area with bandage, use ice to compress itching",Allergist/Immunologist
Gerd,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"acidity, chest_pain, cough, stomach_pain, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"acidity, chest_pain, stomach_pain, ulcers_on_tongue, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"acidity, cough, stomach_pain, ulcers_on_tongue, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"acidity, chest_pain, cough, ulcers_on_tongue, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"chest_pain, cough, stomach_pain, ulcers_on_tongue, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"acidity, chest_pain, cough, stomach_pain, vomiting","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Gerd,"acidity, chest_pain, cough, stomach_pain, ulcers_on_tongue","avoid fatty spicy food, avoid lying down after eating, maintain healthy weight, exercise",General Physician
Chronic Cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"abdominal_pain, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"abdominal_pain, itching, loss_of_appetite, vomiting, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"abdominal_pain, itching, nausea, vomiting, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Chronic Cholestasis,"abdominal_pain, itching, loss_of_appetite, nausea, vomiting, yellowing_of_eyes, yellowish_skin","cold baths, anti itch medicine, consult doctor, eat healthy",General Physician
Drug Reaction,"burning_micturition, itching, skin_rash, spotting__urination, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"burning_micturition, itching, spotting__urination, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"burning_micturition, itching, skin_rash, spotting__urination","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"itching, skin_rash, spotting__urination, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"burning_micturition, itching, skin_rash, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"burning_micturition, skin_rash, spotting__urination, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"burning_micturition, itching, spotting__urination, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"burning_micturition, itching, skin_rash, spotting__urination","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"itching, skin_rash, spotting__urination, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Drug Reaction,"burning_micturition, itching, skin_rash, stomach_pain","stop irritation, consult nearest hospital, stop taking drug, follow up",Dermatologist
Peptic Ulcer Diseae,"abdominal_pain, internal_itching, loss_of_appetite, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"abdominal_pain, indigestion, internal_itching, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"abdominal_pain, indigestion, internal_itching, loss_of_appetite, passage_of_gases","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"abdominal_pain, internal_itching, loss_of_appetite, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"abdominal_pain, indigestion, internal_itching, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"indigestion, internal_itching, loss_of_appetite, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"abdominal_pain, indigestion, internal_itching, loss_of_appetite, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"abdominal_pain, indigestion, loss_of_appetite, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"abdominal_pain, indigestion, internal_itching, loss_of_appetite, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Peptic Ulcer Diseae,"abdominal_pain, indigestion, internal_itching, loss_of_appetite, passage_of_gases, vomiting","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",General Physician
Aids,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"extra_marital_contacts, high_fever, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"extra_marital_contacts, high_fever, muscle_wasting","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"extra_marital_contacts, muscle_wasting, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"high_fever, muscle_wasting, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"extra_marital_contacts, high_fever, muscle_wasting, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"extra_marital_contacts, high_fever, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"extra_marital_contacts, high_fever, muscle_wasting","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Aids,"high_fever, muscle_wasting, patches_in_throat","avoid open cuts, wear ppe if possible, consult doctor, follow up",Infectious Disease
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Diabetes,"blurred_and_distorted_vision, excessive_hunger, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, restlessness",Consult a doctor,Endocrinologist
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, weight_loss",Consult a doctor,Endocrinologist
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, lethargy, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Diabetes,"excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Diabetes,"blurred_and_distorted_vision, excessive_hunger, fatigue, increased_appetite, irregular_sugar_level, lethargy, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Diabetes,"blurred_and_distorted_vision, fatigue, increased_appetite, irregular_sugar_level, lethargy, obesity, polyuria, restlessness, weight_loss",Consult a doctor,Endocrinologist
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"dehydration, diarrhoea, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"diarrhoea, sunken_eyes, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"dehydration, sunken_eyes, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"dehydration, diarrhoea, sunken_eyes","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"dehydration, diarrhoea, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Gastroenteritis,"diarrhoea, sunken_eyes, vomiting","stop eating solid food for while, try taking small sips of water, rest, ease back into eating",General Physician
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"breathlessness, cough, family_history, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"breathlessness, family_history, fatigue, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"cough, family_history, fatigue, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"breathlessness, cough, fatigue, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"breathlessness, cough, family_history, fatigue, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"breathlessness, cough, family_history, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Bronchial Asthma,"breathlessness, family_history, fatigue, high_fever, mucoid_sputum","switch to loose cloothing, take deep breaths, get away from trigger, seek help",General Physician
Hypertension,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Hypertension,"chest_pain, dizziness, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Hypertension,"dizziness, headache, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Hypertension,"chest_pain, headache, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Hypertension,"chest_pain, dizziness, headache, lack_of_concentration",Consult a doctor,Cardiologist
Hypertension,"chest_pain, dizziness, headache, loss_of_balance",Consult a doctor,Cardiologist
Hypertension,"chest_pain, dizziness, headache, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Hypertension,"chest_pain, dizziness, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Hypertension,"dizziness, headache, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Hypertension,"chest_pain, headache, lack_of_concentration, loss_of_balance",Consult a doctor,Cardiologist
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, indigestion, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"acidity, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"acidity, blurred_and_distorted_vision, depression, headache, indigestion, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"acidity, blurred_and_distorted_vision, excessive_hunger, headache, indigestion, irritability, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, stiff_neck, visual_disturbances","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Migraine,"acidity, blurred_and_distorted_vision, depression, excessive_hunger, headache, indigestion, irritability, stiff_neck","meditation, reduce stress, use poloroid glasses in sun, consult doctor",Neurologist
Cervical Spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"dizziness, loss_of_balance, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"back_pain, dizziness, loss_of_balance, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"back_pain, loss_of_balance, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"back_pain, dizziness, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"dizziness, loss_of_balance, neck_pain, weakness_in_limbs","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Cervical Spondylosis,"back_pain, dizziness, loss_of_balance, neck_pain","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor",General Physician
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, vomiting, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, vomiting, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"altered_sensorium, vomiting, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, vomiting","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"headache, vomiting, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, vomiting, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"altered_sensorium, vomiting, weakness_of_one_body_side","massage, eat healthy, exercise, consult doctor",Neurologist
Paralysis (Brain Hemorrhage),"altered_sensorium, headache, vomiting","massage, eat healthy, exercise, consult doctor",Neurologist
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"abdominal_pain, dark_urine, high_fever, itching, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"abdominal_pain, dark_urine, fatigue, itching, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"abdominal_pain, dark_urine, fatigue, high_fever, itching, vomiting, weight_loss","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"abdominal_pain, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Jaundice,"dark_urine, fatigue, high_fever, itching, vomiting, weight_loss, yellowish_skin","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication",Gastroenterologist
Malaria,"chills, headache, high_fever, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"diarrhoea, headache, high_fever, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, sweating","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"chills, diarrhoea, headache, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, nausea, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"chills, diarrhoea, high_fever, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"chills, diarrhoea, headache, high_fever, muscle_pain, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Malaria,"chills, headache, high_fever, muscle_pain, nausea, sweating, vomiting","Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out",General Physician
Chicken Pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"fatigue, headache, high_fever, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"fatigue, headache, high_fever, itching, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"fatigue, headache, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"fatigue, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"fatigue, headache, high_fever, itching, lethargy, malaise, mild_fever, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, red_spots_over_body, skin_rash, swelled_lymph_nodes","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Chicken Pox,"fatigue, headache, high_fever, itching, lethargy, loss_of_appetite, malaise, mild_fever, red_spots_over_body, skin_rash","use neem in bathing , consume neem leaves, take vaccine, avoid public places",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, chills, fatigue, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, chills, headache, high_fever, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Dengue,"back_pain, chills, fatigue, headache, joint_pain, loss_of_appetite, malaise, muscle_pain, nausea, pain_behind_the_eyes, red_spots_over_body, skin_rash, vomiting","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, diarrhoea, fatigue, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, diarrhoea, fatigue, headache, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"belly_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, fatigue, headache, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"abdominal_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, toxic_look_(typhos), vomiting","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
Typhoid,"abdominal_pain, belly_pain, chills, constipation, diarrhoea, fatigue, headache, high_fever, nausea, toxic_look_(typhos)","eat high calorie vegitables, antiboitic therapy, consult doctor, medication",General Physician
